+1 Sling Bullets (20) (500 gp, 1.5 lb)
Scroll of Mordenkainen’s Defense Against Slime (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Music of the Spheres (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mystic Rope (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Nightscar (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Node of Blasting (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Nystul’s Radiant Baton (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Otiluke’s Orb of Containment (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Pander’s Whirlwind Travel (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Phantom Arms And Armor (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Pilpin’s Orchestra (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Power Word Disrupt (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Puppeteer (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Revenance (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Righteous Vigor (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Sacred Bond (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Scalding Spout (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Secret Light (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Seek Teleporter (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Seeking (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Shape Wood (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Shellskin (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Shivering Touch (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Singing Stone (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Snapdragon (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Spirit Jaws (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Stunning Barrier (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Sunscorch (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Suppress Breath Weapon (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Teleport Object (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Throbbing Bones (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Transmute Gold And Gems (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Undead Torch (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Urlic’s Unwholesome Meal (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Venomdust (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Vertigo (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Vision of Hell (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Wall of Light (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Ward of the Season (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Weapon Return (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Whip of Flame (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Whisper’s Mana Bolt (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Whisper’s Rune of Protection (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Wind at Back (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Windburn (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Zone of Natural Purity (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Acidball (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Alcoreax’s Icetrail (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Alpha’s Chill of the Void (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Alpha’s Shadowfire (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Alter Path (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Animal Call (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Animate Flame (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Augmenting Wall (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Bands of Sirellyn (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Beanstalk (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Bigby’s Force Sculpture (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Blast of Sand (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Blessed Abundance (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Bloodsworn Retribution (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Breed True (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Broom (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Burning Blood (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Cape of Wasps (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Carry Companion (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Chant (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Chaotic Vision (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Chilling Scythe (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Continuous Temperature (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Create Darkenbeast (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Crushing Despair (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Cursed Blade (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Dance of the Unicorn (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Darsson’s Potion (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Deconstruct (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Depress Resistance (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Detect Spellcasting (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Diamond Spray (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Dimensional Anchor (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Disease (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Displacement (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Dolorous Motes (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Dwarkanath’s Tutor (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Eldarr’s Shroud (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Enervation (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Entrap Spirit (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Explosion of Rot (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Favor of the Flying Horse (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Fellstar’s Flaming Water (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Fire Charm (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Fool’s Gold (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Force Chest (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Forced Repentance (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Glamden’s Jet (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Glassee (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Glory of the Martyr (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Godly Protection (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Gravel Vortex (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Gregori’s Shadow (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Guardian Weapon (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Hibernation (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Hold Spirit (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Hurl Thunderbolt (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Ice Blade (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Ice Web (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Illusory Pit (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Ilyykur’s Mantle (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Infected Wounds (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Instant Audience (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Katrine’s Fragile Egg (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Kiri’s Container (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Kiss of Torment (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Know Customs (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Lava Bolt (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Lightning Shield (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Log To Lizard (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Malicious Spite (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Mass Protection From Evil And Good (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Mass Swim (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Mirage (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Mystyk’s Backlash (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Necromantic Bolt (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Needlestorm (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Nystul’s Blacklight Burst (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Oath of Peace (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Otto’s Drums (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Possess (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Projected Magnification (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Psychic Poison (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Rastor’s Mystical Spy (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Reprobation (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Return To Earth (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Rusting Grasp (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sacred Strike (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sargasso (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sarius’ Giant Manifestation (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Scapegoat (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Searing Song (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sethron’s Fearful Baying (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Shadow Blink (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Shadow Dance (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Shadow Play (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Shadowstrike (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Shattershout (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Shoulder Burden (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Shout (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sinister Surroundings (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Siren Song (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Site Warning (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sleepcloud (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sleepwalking (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sonoric’s Minions (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sticks To Snakes (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Stone Bridge (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Strong Jaw (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sunbolt (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Talon’s Skitmaster (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Tattoo Potion (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Tentacles (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Terrain Bond (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Thief’s Lament (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Valiant Fury (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Vander’s Librarian (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of View Past (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Vision Stone (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Wall of Coldfire (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Wall of Sound (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Watchful Ancestors (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Whisper’s Storm of Darkness (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Wing Gifting (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Absorb Strength (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Acid Fog (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Age Animal (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Age Object (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Airy Water (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Alpha’s Blue Blaze (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Alpha’s Heat Lightning (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Alpha’s Starshield (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Animal Transfer (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Apparent Master (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Archon’s Trumpet (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Azura’s Soul Whip (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Ballant’s Stonesplit (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Ballant’s Stonestrength (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Battletide (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Bestow Enchantment (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Blizzard (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Blood of Fire (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Bolt’s Hellish Hail (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Chromatic Blade (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Cloud of Purification (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Cloud of Putrefaction (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Cobaltas’ Thunder (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Cone of Acid (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Cone of Fire (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Cone of Force (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Conjure Beast Spirits (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Conjure Divine Minion (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Create Room (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Darklight’s Stapling Spikes (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Darkray’s Powerguard (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Darkray’s Tracer (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Deadly Feast (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Deathmaster’s Vial (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Dheryth’s Energy Cloak (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Disfiguring Touch (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Draw Upon Holy Might (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Dweomervessel (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Eliminate Air (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of False Sending (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Favor of the Ocean Winds (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Feldegast’s Altered Appearance (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Fire Spiders (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Fireward (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Flaming Symbol (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Flesh To Ice (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Flexible Force Field (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Force Blast (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Force Shapechange (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Forcewhip (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Globe of Tranquil Water (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Glyph of Revealing (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Greater Sign of Sealing (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Hypnosis (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Illusory Feast (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Impenetrable Falsehood (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Impregnate (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Imprison Possessor (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Irnar’s Fast Pregnancy (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Ironguard (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Joyful Rapture (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Kiss of Sleep (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Kiss of Weakness (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Lightbow (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Lizard Limbs (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Love Charm (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Magnifying Chime (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Mark of Justice (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Mass Curse of Ill Fortune (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Mass Protection From Energy (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Mass Sanctuary (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Metal Shape (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Mind Fog (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Mordenkainen’s Defense Against Lycanthropes (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Nature’s Charm (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Northstar’s Song of the Fey (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Oasis (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Oathbinding (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Old Salt’s Curse (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Pool of Deeds (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Prosperous Room (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Prosthesis (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Rain of Blood (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Rary’s Replay (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Refusal (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Resist Magic (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Sand Shroud (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Sand Storm (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Sarcophagus of Death (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Sensory Deprivation (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Sentry Skull (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Shadowcat (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Skullsight (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Soul Safe (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Soulfire (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Spirit of Flame (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Spirit Scream (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Spiritual Triangle (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Stone Tell (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Tame Animal (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Telepathic Broadcast (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Tentacle of Withering (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Thornwrack (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Transmute Bone To Steel (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Transmute Rock (New Variants) (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Trick (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Vanishing Weapon (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Vanquil’s Drifting Blizzard (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Visage of the Deity (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Vylja’s Storm Armor (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Wall of Limbs (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Wall of Ooze (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Wingbind (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Animate Blood (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Aria of the Victorious Knights (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Arrow of Bone (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Battle of Wills (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Catching Chain (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Conjure Shadows (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Consume Likeness (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Curse of Disgust (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Curse of Lycanthropy (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Curse of Undeath (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Danse Macabre (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Dardan’s Desiccation (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Darklight’s Lightning Web (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Darklight’s Planar Weapon (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Dheryth’s Energy Globe (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Dissension (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Distort Life (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Dusts of Death (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Earthmaw (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Exalted Raiment (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Explosive Head (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Eye of Curses (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of False Vision (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Feast on Fear (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Flesh To Ooze (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Flesh To Salt (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Ghost Trap (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Greater Animate Dead (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Gullship (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Hammer of Retribution (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Hardening (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Horn of Plenty (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Hovering Road (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Hymn of Peace (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Imbue With Purpose (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Ironskin (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Ironwood (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Jungle’s Rapture (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Kevin’s Holy Rain (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Korel’s Wisdom Beyond Death (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Learn Language (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Lightning Curtain (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Major Curse (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Mass Curse of Impending Blades (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Master of the Rolling River (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Move Snow And Ice (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Nature’s Exile (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Nerve Dance (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Obedience (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Obold’s Brightness (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Overland Flight (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Pied Piping (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Poison (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Prophecy (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Rain of Terror (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Righteous Wrath of the Faithful (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Rising Rot (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Scalesnare (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Scramble Portal (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Seal Portal (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Shadowguard (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Shandaril’s Tracer (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Sheets of Acid (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Sheets of Electricity (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Sheets of Fire (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Sheets of Frost (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Sheets of Venom (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Skylight Blade (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Spectral Beast (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Spell Catcher (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Starharp (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Storm of Shards (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Symphonic Nightmare (ToS, 6th Level) (1280 gp, 0.1 lb)
